T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T [°C],H [%]
26118, 664, -204, 747, 107590, 47460, -52080, -342, 451, -823, 994.17, 24.21, 100.0
26122, 674, -225, 742, 107590, 47460, -52080, -342, 451, -823, 994.17, 24.21, 100.0
26134, 688, -237, 743, 107590, 47460, -52080, -355, 456, -837, 994.17, 24.21, 100.0
26138, 682, -235, 743, 104440, 51800, -54180, -355, 456, -837, 994.17, 24.21, 100.0
26142, 667, -233, 741, 104440, 51800, -54180, -355, 456, -837, 994.15, 24.21, 100.0
26154, 635, -208, 734, 104440, 51800, -54180, -373, 465, -835, 994.15, 24.21, 100.0
26158, 611, -186, 726, 105070, 60270, -55720, -373, 465, -835, 994.15, 24.21, 100.0
26162, 592, -160, 718, 105070, 60270, -55720, -373, 465, -835, 994.08, 24.21, 100.0
26174, 572, -127, 700, 107520, 69440, -56980, -405, 474, -850, 994.08, 24.21, 100.0
26178, 569, -138, 704, 107520, 69440, -56980, -405, 474, -850, 994.08, 24.21, 100.0
26182, 568, -162, 711, 107520, 69440, -56980, -405, 474, -850, 994.14, 24.21, 100.0
26194, 530, -170, 734, 107520, 77210, -55790, -426, 499, -853, 994.14, 24.21, 100.0
26198, 503, -142, 738, 107520, 77210, -55790, -426, 499, -853, 994.14, 24.21, 100.0
26202, 484, -120, 738, 107520, 77210, -55790, -426, 499, -853, 994.08, 24.21, 100.0
26214, 392, -12, 741, 112420, 85610, -56490, -448, 504, -859, 994.08, 24.21, 100.0
26218, 362, 11, 741, 112420, 85610, -56490, -448, 504, -859, 994.08, 24.21, 100.0
26222, 343, 24, 741, 112420, 85610, -56490, -448, 504, -859, 994.12, 24.21, 100.0
26234, 324, 42, 752, 114940, 88340, -58030, -478, 523, -865, 994.12, 24.21, 100.0
26238, 315, 65, 756, 114940, 88340, -58030, -478, 523, -865, 994.12, 24.21, 100.0
26242, 310, 76, 760, 114940, 88340, -58030, -478, 523, -865, 994.09, 24.21, 100.0
26254, 275, 119, 759, 113330, 86520, -59080, -499, 531, -861, 994.09, 24.23, 100.0
26258, 261, 145, 755, 113330, 86520, -59080, -499, 531, -861, 994.09, 24.23, 100.0
26262, 240, 175, 752, 113330, 86520, -59080, -499, 531, -861, 994.08, 24.23, 100.0
26274, 209, 260, 749, 114800, 86590, -60270, -529, 559, -874, 994.08, 24.23, 100.0
26278, 201, 280, 749, 114800, 86590, -60270, -529, 559, -874, 994.08, 24.23, 100.0
26282, 193, 319, 747, 114800, 86590, -60270, -529, 559, -874, 994.05, 24.23, 100.0
26294, 176, 352, 744, 113470, 84980, -55930, -549, 576, -871, 994.05, 24.23, 100.0
26298, 170, 370, 740, 113470, 84980, -55930, -549, 576, -871, 994.05, 24.23, 100.0
26302, 157, 393, 734, 113470, 84980, -55930, -549, 576, -871, 994.01, 24.23, 100.0
26314, 138, 420, 761, 104860, 81550, -48580, -562, 595, -867, 994.01, 24.23, 100.0
26318, 133, 425, 768, 104860, 81550, -48580, -562, 595, -867, 994.01, 24.23, 100.0
26322, 114, 435, 779, 104860, 81550, -48580, -562, 595, -867, 994.03, 24.23, 100.0
26334, 64, 465, 818, 93030, 79170, -42910, -588, 610, -867, 994.03, 24.23, 100.0
26338, 40, 503, 828, 93030, 79170, -42910, -588, 610, -867, 994.03, 24.23, 100.0
26342, 29, 521, 828, 93030, 79170, -42910, -588, 610, -867, 994.00, 24.23, 100.0
26354, 28, 549, 858, 82600, 75810, -38850, -607, 630, -874, 994.00, 24.23, 100.0
26358, 27, 556, 865, 82600, 75810, -38850, -607, 630, -874, 994.00, 24.23, 100.0
26362, 17, 580, 876, 82600, 75810, -38850, -607, 630, -874, 993.99, 24.23, 100.0
26374, 19, 580, 901, 70840, 67270, -32970, -618, 636, -865, 993.99, 24.23, 100.0
26378, 32, 571, 910, 70840, 67270, -32970, -618, 636, -865, 993.99, 24.23, 100.0
26382, 37, 571, 912, 70840, 67270, -32970, -619, 649, -858, 994.03, 24.23, 100.0
26394, 51, 540, 930, 54460, 56000, -25410, -619, 649, -858, 994.03, 24.23, 100.0
26398, 62, 523, 938, 54460, 56000, -25410, -619, 649, -858, 994.03, 24.23, 100.0
26402, 56, 529, 953, 38080, 45430, -17220, -628, 661, -867, 994.04, 24.23, 100.0
26414, 35, 555, 977, 38080, 45430, -17220, -628, 661, -867, 994.04, 24.23, 100.0
26418, 35, 539, 984, 38080, 45430, -17220, -628, 661, -867, 994.04, 24.23, 100.0
26422, 39, 529, 985, 24570, 37170, -9590, -642, 678, -858, 994.04, 24.23, 100.0
26434, 55, 453, 989, 24570, 37170, -9590, -642, 678, -858, 994.04, 24.23, 100.0
26438, 65, 430, 985, 24570, 37170, -9590, -642, 678, -858, 994.04, 24.23, 100.0
26442, 83, 401, 985, 9310, 26320, 1540, -633, 681, -862, 993.97, 24.23, 100.0
26454, 125, 351, 985, 9310, 26320, 1540, -633, 681, -862, 993.97, 24.23, 100.0
26458, 123, 345, 989, 9310, 26320, 1540, -633, 681, -862, 993.97, 24.23, 100.0
26462, 123, 340, 991, -3150, 15470, 13510, -628, 675, -862, 994.01, 24.23, 100.0
26474, 118, 311, 1000, -3150, 15470, 13510, -628, 675, -862, 994.01, 24.23, 100.0
26478, 119, 296, 1001, -10290, 8960, 20230, -628, 675, -862, 994.01, 24.23, 100.0
26482, 119, 277, 1005, -10290, 8960, 20230, -636, 681, -862, 993.99, 24.23, 100.0
26494, 114, 259, 1000, -10290, 8960, 20230, -636, 681, -862, 993.99, 24.27, 100.0
26498, 115, 254, 1001, -14560, 3780, 20440, -636, 681, -862, 993.99, 24.27, 100.0
26502, 120, 248, 1000, -14560, 3780, 20440, -625, 672, -864, 993.99, 24.27, 100.0
26514, 149, 236, 1002, -14560, 3780, 20440, -625, 672, -864, 993.99, 24.27, 100.0
26518, 158, 232, 1006, -16450, -1820, 15540, -631, 681, -858, 993.99, 24.27, 100.0
26522, 159, 235, 1007, -16450, -1820, 15540, -631, 681, -858, 993.94, 24.27, 100.0
26534, 161, 225, 992, -16450, -1820, 8890, -631, 681, -858, 993.94, 24.27, 100.0
26538, 170, 209, 982, -17920, -6300, 8890, -625, 676, -858, 993.94, 24.27, 100.0
26542, 192, 192, 961, -17920, -6300, 8890, -625, 676, -858, 993.96, 24.27, 100.0
26554, 256, 101, 980, -19040, -8680, 5110, -625, 676, -858, 993.96, 24.27, 100.0
26558, 276, 88, 982, -19040, -8680, 5110, -613, 667, -861, 993.96, 24.27, 100.0
26562, 279, 90, 982, -19040, -8680, 5110, -613, 667, -861, 993.95, 24.27, 100.0
26574, 271, 102, 992, -14980, -6160, 2660, -613, 667, -861, 993.95, 24.25, 100.0
26578, 275, 101, 996, -14980, -6160, 2660, -616, 685, -862, 993.95, 24.25, 100.0
26582, 277, 98, 1003, -14980, -6160, 2660, -616, 685, -862, 993.92, 24.25, 100.0
26594, 278, 97, 1012, -5670, 1190, 0, -616, 685, -862, 993.92, 24.25, 100.0
26598, 277, 99, 1013, -5670, 1190, 0, -615, 673, -856, 993.92, 24.25, 100.0
26602, 279, 101, 1011, -5670, 1190, 0, -615, 673, -856, 993.95, 24.25, 100.0
26614, 262, 110, 1003, 1890, 7770, -2800, -615, 673, -856, 993.95, 24.25, 100.0
26618, 249, 109, 1004, 1890, 7770, -2800, -616, 678, -870, 993.95, 24.25, 100.0
26622, 242, 113, 994, 1890, 7770, -2800, -616, 678, -870, 993.99, 24.25, 100.0
26634, 210, 142, 996, 7630, 12390, -6440, -616, 678, -870, 993.99, 24.25, 100.0
26638, 203, 152, 995, 7630, 12390, -6440, -618, 678, -861, 993.99, 24.25, 100.0
26642, 186, 174, 995, 7630, 12390, -6440, -618, 678, -861, 994.01, 24.25, 100.0
26654, 145, 223, 1003, 11900, 14210, -10290, -621, 682, -868, 994.01, 24.25, 100.0
26658, 128, 237, 1005, 11900, 14210, -10290, -621, 682, -868, 994.01, 24.25, 100.0
26662, 118, 243, 1003, 11900, 14210, -10290, -621, 682, -868, 993.99, 24.25, 100.0
26674, 92, 273, 980, 12810, 11900, -12180, -621, 681, -864, 993.99, 24.25, 100.0
26678, 88, 280, 975, 12810, 11900, -12180, -621, 681, -864, 993.99, 24.25, 100.0
26682, 84, 292, 963, 12810, 11900, -12180, -621, 681, -864, 993.93, 24.25, 100.0
26694, 71, 295, 922, 10080, 5250, -10430, -618, 691, -862, 993.93, 24.25, 100.0
26698, 68, 284, 908, 10080, 5250, -10430, -618, 691, -862, 993.93, 24.25, 100.0
26702, 67, 277, 902, 10080, 5250, -10430, -618, 691, -862, 993.95, 24.25, 100.0
26714, 72, 249, 886, 4690, -1680, -8190, -630, 693, -861, 993.95, 24.25, 100.0
26718, 71, 245, 878, 4690, -1680, -8190, -630, 693, -861, 993.95, 24.25, 100.0
26722, 62, 244, 869, 4690, -1680, -8190, -630, 693, -861, 993.97, 24.23, 100.0
26734, 44, 250, 844, 1680, -4690, -10010, -625, 690, -856, 993.97, 24.23, 100.0
26738, 53, 251, 845, 1680, -4690, -10010, -625, 690, -856, 993.97, 24.23, 100.0
26742, 50, 268, 842, 1680, -4690, -10010, -625, 690, -856, 993.98, 24.23, 100.0
26754, 74, 316, 865, 7700, -3220, -15120, -622, 685, -861, 993.98, 24.23, 100.0
26758, 72, 327, 875, 7700, -3220, -15120, -622, 685, -861, 993.98, 24.23, 100.0
26762, 71, 336, 884, 18410, -840, -17990, -622, 685, -861, 994.04, 24.23, 100.0
26774, 76, 385, 899, 18410, -840, -17990, -628, 679, -862, 994.04, 24.23, 100.0
26778, 78, 394, 902, 18410, -840, -17990, -628, 679, -862, 994.04, 24.23, 100.0
26782, 78, 416, 906, 28350, 2730, -19390, -628, 679, -862, 994.03, 24.23, 100.0
26794, 56, 470, 927, 28350, 2730, -19390, -634, 685, -850, 994.03, 24.23, 100.0
26798, 44, 490, 934, 28350, 2730, -19390, -634, 685, -850, 994.03, 24.23, 100.0
26802, 39, 496, 942, 31010, 5670, -22050, -634, 685, -850, 994.04, 24.23, 100.0
26814, 31, 486, 951, 31010, 5670, -22050, -636, 691, -858, 994.04, 24.23, 100.0
26818, 28, 485, 947, 31010, 5670, -22050, -636, 691, -858, 994.04, 24.23, 100.0
26822, 28, 481, 940, 23240, 6020, -26600, -636, 691, -858, 994.01, 24.23, 100.0
26834, 40, 459, 929, 23240, 6020, -26600, -643, 685, -853, 994.01, 24.23, 100.0
26838, 45, 455, 925, 12250, 2170, -27790, -643, 685, -853, 994.01, 24.23, 100.0
26842, 48, 449, 923, 12250, 2170, -27790, -643, 685, -853, 994.00, 24.23, 100.0
26854, 77, 412, 913, 12250, 2170, -27790, -643, 694, -858, 994.00, 24.23, 100.0
26858, 97, 395, 916, 2870, -3290, -23310, -643, 694, -858, 994.00, 24.23, 100.0
26862, 118, 382, 921, 2870, -3290, -23310, -643, 694, -858, 994.01, 24.23, 100.0
26874, 159, 371, 933, 2870, -3290, -23310, -634, 694, -856, 994.01, 24.23, 100.0
26878, 171, 376, 935, -1540, -7490, -15190, -634, 694, -856, 994.01, 24.23, 100.0
26882, 175, 377, 936, -1540, -7490, -15190, -634, 694, -856, 993.99, 24.23, 100.0
26894, 201, 382, 942, -1540, -7490, -15190, -642, 688, -856, 993.99, 24.23, 100.0
26898, 211, 379, 946, 0, -6510, -8890, -642, 688, -856, 993.99, 24.23, 100.0
26902, 210, 382, 950, 0, -6510, -8890, -642, 688, -856, 994.07, 24.23, 100.0
26914, 186, 399, 955, 1680, -2240, -5670, -636, 699, -858, 994.07, 24.23, 100.0
26918, 182, 401, 955, 1680, -2240, -5670, -636, 699, -858, 994.07, 24.23, 100.0
26922, 174, 404, 956, 1680, -2240, -5670, -636, 699, -858, 994.06, 24.23, 100.0
26934, 156, 399, 948, 1750, 2450, -3990, -637, 691, -864, 994.06, 24.23, 100.0
26938, 153, 395, 943, 1750, 2450, -3990, -637, 691, -864, 994.06, 24.23, 100.0
26942, 147, 393, 934, 1750, 2450, -3990, -637, 691, -864, 994.02, 24.23, 100.0
26954, 125, 386, 926, -280, 4550, -2730, -637, 694, -858, 994.02, 24.23, 100.0
26958, 120, 386, 927, -280, 4550, -2730, -637, 694, -858, 994.02, 24.29, 100.0
26962, 111, 381, 928, -280, 4550, -2730, -637, 694, -858, 994.02, 24.29, 100.0
26974, 81, 379, 935, -2310, 4970, -1190, -636, 699, -858, 994.02, 24.29, 100.0
26978, 77, 377, 940, -2310, 4970, -1190, -636, 699, -858, 994.02, 24.29, 100.0
26982, 74, 374, 944, -2310, 4970, -1190, -636, 699, -858, 994.06, 24.29, 100.0
26994, 69, 347, 962, -4830, 3080, 1120, -637, 702, -867, 994.06, 24.29, 100.0
26998, 69, 336, 974, -4830, 3080, 1120, -637, 702, -867, 994.06, 24.29, 100.0
27002, 76, 346, 975, -4830, 3080, 1120, -637, 702, -867, 994.09, 24.29, 100.0
27014, 88, 344, 999, -6930, -1330, 3780, -643, 694, -853, 994.09, 24.29, 100.0
27018, 88, 350, 997, -6930, -1330, 3780, -643, 694, -853, 994.09, 24.29, 100.0
27022, 89, 352, 998, -6930, -1330, 3780, -643, 694, -853, 994.03, 24.29, 100.0
27034, 96, 332, 988, -7210, -4830, 5740, -630, 703, -858, 994.03, 24.25, 100.0
27038, 100, 324, 982, -7210, -4830, 5740, -630, 703, -858, 994.03, 24.25, 100.0
27042, 107, 316, 972, -7210, -4830, 5740, -631, 694, -852, 993.99, 24.25, 100.0
27054, 120, 294, 938, -7350, -6790, 6860, -631, 694, -852, 993.99, 24.25, 100.0
27058, 125, 289, 935, -7350, -6790, 6860, -631, 694, -852, 993.99, 24.25, 100.0
27062, 131, 283, 923, -7350, -6790, 6860, -627, 693, -855, 994.03, 24.25, 100.0
27074, 164, 277, 919, -6440, -7910, 9170, -627, 693, -855, 994.03, 24.25, 100.0
27078, 167, 287, 922, -6440, -7910, 9170, -627, 693, -855, 994.03, 24.25, 100.0
27082, 165, 303, 926, -6440, -7910, 9170, -633, 690, -859, 994.03, 24.25, 100.0
27094, 147, 335, 925, -4480, -7840, 12390, -633, 690, -859, 994.03, 24.25, 100.0
27098, 142, 340, 924, -4480, -7840, 12390, -633, 690, -859, 994.03, 24.25, 100.0
27102, 141, 351, 923, -4480, -7840, 12390, -631, 684, -853, 993.98, 24.25, 100.0
27114, 143, 370, 922, -2100, -6790, 14700, -631, 684, -853, 993.98, 24.23, 100.0
27118, 144, 377, 921, -2100, -6790, 14700, -631, 684, -853, 993.98, 24.23, 100.0
27122, 147, 378, 924, -2800, -8330, 16660, -624, 685, -858, 993.97, 24.23, 100.0
27134, 170, 363, 953, -2800, -8330, 16660, -624, 685, -858, 993.97, 24.23, 100.0
27138, 169, 357, 957, -2800, -8330, 16660, -624, 685, -858, 993.97, 24.23, 100.0
27142, 187, 332, 964, -7140, -11060, 16730, -625, 685, -859, 993.98, 24.23, 100.0
27154, 246, 251, 986, -7140, -11060, 16730, -625, 685, -859, 993.98, 24.23, 100.0
27158, 266, 227, 990, -7140, -11060, 16730, -625, 685, -859, 993.98, 24.23, 100.0
27162, 275, 218, 996, -11970, -14420, 16310, -622, 679, -862, 994.01, 24.23, 100.0
27174, 305, 196, 1009, -11970, -14420, 16310, -622, 679, -862, 994.01, 24.23, 100.0
27178, 312, 192, 1016, -11970, -14420, 16310, -622, 678, -861, 994.01, 24.23, 100.0
27182, 318, 187, 1014, -10360, -14840, 14000, -622, 678, -861, 993.98, 24.23, 100.0
27194, 337, 173, 1011, -10360, -14840, 14000, -622, 678, -861, 993.98, 24.29, 100.0
27198, 339, 165, 1010, -4480, -11620, 9100, -610, 681, -859, 993.98, 24.29, 100.0
27202, 344, 161, 1007, -4480, -11620, 9100, -610, 681, -859, 994.04, 24.29, 100.0
27214, 332, 166, 1007, -4480, -11620, 9100, -610, 681, -859, 994.04, 24.29, 100.0
27218, 322, 176, 1007, 2100, -6160, 2240, -612, 675, -859, 994.04, 24.29, 100.0
27222, 309, 182, 1001, 2100, -6160, 2240, -612, 675, -859, 994.04, 24.29, 100.0
27234, 265, 187, 984, 2100, -6160, 2240, -612, 675, -859, 994.04, 24.29, 100.0
27238, 268, 187, 978, 10150, 280, -5040, -610, 681, -861, 994.04, 24.29, 100.0
27242, 277, 183, 964, 10150, 280, -5040, -610, 681, -861, 994.08, 24.29, 100.0
27254, 258, 192, 947, 10150, 280, -5040, -610, 681, -861, 994.08, 24.29, 100.0
27258, 234, 214, 942, 19740, 4550, -10220, -622, 673, -853, 994.08, 24.29, 100.0
27262, 212, 244, 933, 19740, 4550, -10220, -622, 673, -853, 994.02, 24.29, 100.0
27274, 165, 330, 902, 33530, 9870, -13370, -622, 673, -853, 994.02, 24.25, 100.0
27278, 162, 347, 894, 33530, 9870, -13370, -633, 684, -862, 994.02, 24.25, 100.0
27282, 161, 382, 882, 33530, 9870, -13370, -633, 684, -862, 994.07, 24.25, 100.0
27294, 158, 460, 848, 46060, 12110, -13860, -633, 684, -862, 994.07, 24.25, 100.0
27298, 154, 483, 833, 46060, 12110, -13860, -642, 685, -852, 994.07, 24.25, 100.0
27302, 152, 490, 825, 46060, 12110, -13860, -642, 685, -852, 994.05, 24.25, 100.0
27314, 123, 509, 812, 48860, 14000, -13860, -639, 690, -855, 994.05, 24.25, 100.0
27318, 100, 514, 814, 48860, 14000, -13860, -639, 690, -855, 994.05, 24.25, 100.0
27322, 73, 526, 819, 48860, 14000, -13860, -639, 690, -855, 994.04, 24.25, 100.0
27334, 12, 568, 845, 43960, 18340, -16660, -652, 691, -852, 994.04, 24.25, 100.0
27338, -5, 584, 858, 43960, 18340, -16660, -652, 691, -852, 994.04, 24.25, 100.0
27342, -16, 596, 864, 43960, 18340, -16660, -652, 691, -852, 994.02, 24.25, 100.0
27354, -52, 632, 876, 37240, 18480, -19600, -670, 703, -841, 994.02, 24.25, 100.0
27358, -54, 633, 879, 37240, 18480, -19600, -670, 703, -841, 994.02, 24.25, 100.0
27362, -52, 628, 877, 37240, 18480, -19600, -670, 703, -841, 994.01, 24.25, 100.0
27374, -33, 595, 871, 28070, 11550, -18270, -675, 705, -850, 994.01, 24.25, 100.0
27378, -29, 590, 872, 28070, 11550, -18270, -675, 705, -850, 994.01, 24.25, 100.0
27382, -20, 584, 873, 28070, 11550, -18270, -675, 705, -850, 993.97, 24.25, 100.0
27394, -18, 601, 875, 19110, 2310, -13860, -673, 693, -853, 993.97, 24.25, 100.0
27398, -17, 614, 876, 19110, 2310, -13860, -673, 693, -853, 993.97, 24.25, 100.0
27402, -20, 625, 874, 19110, 2310, -13860, -673, 693, -853, 994.01, 24.25, 100.0
27414, -13, 633, 870, 14420, -4620, -9240, -667, 705, -852, 994.01, 24.25, 100.0
27418, -9, 629, 869, 14420, -4620, -9240, -667, 705, -852, 994.01, 24.25, 100.0
27422, 5, 618, 867, 14420, -4620, -9240, -667, 705, -852, 993.98, 24.25, 100.0
27434, 35, 596, 859, 7490, -12320, -3710, -658, 696, -852, 993.98, 24.25, 100.0
27438, 50, 575, 858, 7490, -12320, -3710, -658, 696, -852, 993.98, 24.25, 100.0
27442, 61, 563, 858, 7490, -12320, -3710, -658, 696, -852, 993.98, 24.25, 100.0
27454, 121, 500, 864, -2660, -20580, 1610, -676, 678, -856, 993.98, 24.25, 100.0
27458, 126, 497, 867, -2660, -20580, 1610, -676, 678, -856, 993.98, 24.25, 100.0
27462, 140, 489, 871, -2660, -20580, 1610, -676, 678, -856, 993.98, 24.25, 100.0
27474, 176, 486, 886, -11060, -26670, 4270, -667, 685, -850, 993.98, 24.25, 100.0
27478, 192, 496, 885, -11060, -26670, 4270, -667, 685, -850, 993.98, 24.25, 100.0
27482, 197, 499, 884, -11060, -26670, 4270, -667, 685, -850, 994.00, 24.25, 100.0
27494, 229, 494, 879, -14910, -29680, 3150, -664, 673, -847, 994.00, 24.25, 100.0
27498, 251, 488, 877, -14910, -29680, 3150, -664, 673, -847, 994.00, 24.25, 100.0
27502, 255, 484, 877, -18620, -30380, 1050, -664, 673, -847, 994.05, 24.23, 100.0
27514, 257, 474, 878, -18620, -30380, 1050, -661, 673, -853, 994.05, 24.23, 100.0
27518, 254, 469, 881, -18620, -30380, 1050, -661, 673, -853, 994.05, 24.23, 100.0
27522, 247, 465, 884, -24570, -27930, -2310, -661, 673, -853, 994.06, 24.23, 100.0
27534, 219, 435, 895, -24570, -27930, -2310, -648, 673, -852, 994.06, 24.23, 100.0
